# Fractional UCA Table, generated from standard UCA
# 2008-02-05, 23:31:49 GMT [MD]
# VERSION: UCA=5.1.0, UCD=5.1.0

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.1.0]

0000; [,,]

2817; [1A ED, 05, 05]

2818; [1A EF, 05, 05]

2819; [1A F1, 05, 05]

281A; [1A F3, 05, 05]

281B; [1A F5, 05, 05]

281C; [1A F7, 05, 05]

281D; [1A F9, 05, 05]

281E; [1A FB, 05, 05]

281F; [1A FD, 05, 05]

2820; [1B 05, 05, 05]

2821; [1B 07, 05, 05]

2822; [1B 09, 05, 05]

2823; [1B 0B, 05, 05]

2824; [1B 0D, 05, 05]

2825; [1B 0F, 05, 05]

2826; [1B 11, 05, 05]

2827; [1B 13, 05, 05]

2828; [1B 15, 05, 05]

2829; [1B 17, 05, 05]

282A; [1B 19, 05, 05]

282B; [1B 1B, 05, 05]

282C; [1B 1D, 05, 05]

282D; [1B 1F, 05, 05]

282E; [1B 21, 05, 05]

282F; [1B 23, 05, 05]

2830; [1B 25, 05, 05]

2831; [1B 27, 05, 05]

2832; [1B 29, 05, 05]

2833; [1B 2B, 05, 05]

2834; [1B 2D, 05, 05]

2835; [1B 2F, 05, 05]

2836; [1B 31, 05, 05]

2837; [1B 33, 05, 05]

2838; [1B 35, 05, 05]

2839; [1B 37, 05, 05]

283A; [1B 39, 05, 05]

283B; [1B 3B, 05, 05]

283C; [1B 3D, 05, 05]

283D; [1B 3F, 05, 05]

283E; [1B 41, 05, 05]

283F; [1B 43, 05, 05]

2840; [1B 45, 05, 05]

2841; [1B 47, 05, 05]

2842; [1B 49, 05, 05]

2843; [1B 4B, 05, 05]

2844; [1B 4D, 05, 05]

2845; [1B 4F, 05, 05]

2846; [1B 51, 05, 05]

2847; [1B 53, 05, 05]

2848; [1B 55, 05, 05]

2849; [1B 57, 05, 05]

284A; [1B 59, 05, 05]

284B; [1B 5B, 05, 05]

284C; [1B 5D, 05, 05]

284D; [1B 5F, 05, 05]

284E; [1B 61, 05, 05]

284F; [1B 63, 05, 05]

2850; [1B 65, 05, 05]

2851; [1B 67, 05, 05]

2852; [1B 69, 05, 05]

2853; [1B 6B, 05, 05]

2854; [1B 6D, 05, 05]

2855; [1B 6F, 05, 05]

2856; [1B 71, 05, 05]

2857; [1B 73, 05, 05]

2858; [1B 75, 05, 05]

2859; [1B 77, 05, 05]

285A; [1B 79, 05, 05]

285B; [1B 7B, 05, 05]

285C; [1B 7D, 05, 05]

285D; [1B 7F, 05, 05]

285E; [1B 81, 05, 05]

285F; [1B 83, 05, 05]

2860; [1B 85, 05, 05]

2861; [1B 87, 05, 05]

2862; [1B 89, 05, 05]

2863; [1B 8B, 05, 05]

2864; [1B 8D, 05, 05]

2865; [1B 8F, 05, 05]

2866; [1B 91, 05, 05]

2867; [1B 93, 05, 05]

2868; [1B 95, 05, 05]

2869; [1B 97, 05, 05]

286A; [1B 99, 05, 05]

286B; [1B 9B, 05, 05]

286C; [1B 9D, 05, 05]

286D; [1B 9F, 05, 05]

286E; [1B A1, 05, 05]

286F; [1B A3, 05, 05]

2870; [1B A5, 05, 05]

2871; [1B A7, 05, 05]

2872; [1B A9, 05, 05]

2873; [1B AB, 05, 05]

2874; [1B AD, 05, 05]

2875; [1B AF, 05, 05]

2876; [1B B1, 05, 05]

2877; [1B B3, 05, 05]

2878; [1B B5, 05, 05]

2879; [1B B7, 05, 05]

287A; [1B B9, 05, 05]

287B; [1B BB, 05, 05]

287C; [1B BD, 05, 05]

287D; [1B BF, 05, 05]

287E; [1B C1, 05, 05]

287F; [1B C3, 05, 05]

2880; [1B C5, 05, 05]

2881; [1B C7, 05, 05]

2882; [1B C9, 05, 05]

2883; [1B CB, 05, 05]

2884; [1B CD, 05, 05]

2885; [1B CF, 05, 05]

2886; [1B D1, 05, 05]

2887; [1B D3, 05, 05]

2888; [1B D5, 05, 05]

2889; [1B D7, 05, 05]

288A; [1B D9, 05, 05]

288B; [1B DB, 05, 05]

288C; [1B DD, 05, 05]

288D; [1B DF, 05, 05]

288E; [1B E1, 05, 05]

288F; [1B E3, 05, 05]

2890; [1B E5, 05, 05]

2891; [1B E7, 05, 05]

2892; [1B E9, 05, 05]

2893; [1B EB, 05, 05]

2894; [1B ED, 05, 05]

2895; [1B EF, 05, 05]

2896; [1B F1, 05, 05]

2897; [1B F3, 05, 05]

2898; [1B F5, 05, 05]

2899; [1B F7, 05, 05]

289A; [1B F9, 05, 05]

289B; [1B FB, 05, 05]

289C; [1B FD, 05, 05]

289D; [1C 05, 05, 05]

289E; [1C 07, 05, 05]

289F; [1C 09, 05, 05]

28A0; [1C 0B, 05, 05]

28A1; [1C 0D, 05, 05]

28A2; [1C 0F, 05, 05]

28A3; [1C 11, 05, 05]

28A4; [1C 13, 05, 05]

28A5; [1C 15, 05, 05]

28A6; [1C 17, 05, 05]

28A7; [1C 19, 05, 05]

28A8; [1C 1B, 05, 05]

28A9; [1C 1D, 05, 05]

28AA; [1C 1F, 05, 05]

28AB; [1C 21, 05, 05]

28AC; [1C 23, 05, 05]

28AD; [1C 25, 05, 05]

28AE; [1C 27, 05, 05]

28AF; [1C 29, 05, 05]

28B0; [1C 2B, 05, 05]

28B1; [1C 2D, 05, 05]

28B2; [1C 2F, 05, 05]

28B3; [1C 31, 05, 05]

28B4; [1C 33, 05, 05]

28B5; [1C 35, 05, 05]

28B6; [1C 37, 05, 05]

28B7; [1C 39, 05, 05]

28B8; [1C 3B, 05, 05]

28B9; [1C 3D, 05, 05]

28BA; [1C 3F, 05, 05]

28BB; [1C 41, 05, 05]

28BC; [1C 43, 05, 05]

28BD; [1C 45, 05, 05]

28BE; [1C 47, 05, 05]

28BF; [1C 49, 05, 05]

28C0; [1C 4B, 05, 05]

28C1; [1C 4D, 05, 05]

28C2; [1C 4F, 05, 05]

28C3; [1C 51, 05, 05]

28C4; [1C 53, 05, 05]

28C5; [1C 55, 05, 05]

28C6; [1C 57, 05, 05]

28C7; [1C 59, 05, 05]

28C8; [1C 5B, 05, 05]

28C9; [1C 5D, 05, 05]

28CA; [1C 5F, 05, 05]

28CB; [1C 61, 05, 05]

28CC; [1C 63, 05, 05]

28CD; [1C 65, 05, 05]

28CE; [1C 67, 05, 05]

28CF; [1C 69, 05, 05]

28D0; [1C 6B, 05, 05]

28D1; [1C 6D, 05, 05]

28D2; [1C 6F, 05, 05]

28D3; [1C 71, 05, 05]

28D4; [1C 73, 05, 05]

28D5; [1C 75, 05, 05]

28D6; [1C 77, 05, 05]

28D7; [1C 79, 05, 05]

28D8; [1C 7B, 05, 05]

28D9; [1C 7D, 05, 05]

28DA; [1C 7F, 05, 05]

28DB; [1C 81, 05, 05]

28DC; [1C 83, 05, 05]

28DD; [1C 85, 05, 05]

28DE; [1C 87, 05, 05]

28DF; [1C 89, 05, 05]

28E0; [1C 8B, 05, 05]

28E1; [1C 8D, 05, 05]

28E2; [1C 8F, 05, 05]

28E3; [1C 91, 05, 05]

28E4; [1C 93, 05, 05]

28E5; [1C 95, 05, 05]

28E6; [1C 97, 05, 05]

28E7; [1C 99, 05, 05]

28E8; [1C 9B, 05, 05]

28E9; [1C 9D, 05, 05]

28EA; [1C 9F, 05, 05]

28EB; [1C A1, 05, 05]

28EC; [1C A3, 05, 05]

28ED; [1C A5, 05, 05]

28EE; [1C A7, 05, 05]

28EF; [1C A9, 05, 05]

28F0; [1C AB, 05, 05]

28F1; [1C AD, 05, 05]

28F2; [1C AF, 05, 05]

28F3; [1C B1, 05, 05]

28F4; [1C B3, 05, 05]

28F5; [1C B5, 05, 05]

28F6; [1C B7, 05, 05]

28F7; [1C B9, 05, 05]

28F8; [1C BB, 05, 05]

28F9; [1C BD, 05, 05]

28FA; [1C BF, 05, 05]

28FB; [1C C1, 05, 05]

28FC; [1C C3, 05, 05]

28FD; [1C C5, 05, 05]

28FE; [1C C7, 05, 05]

28FF; [1C C9, 05, 05]

268A; [1C CB, 05, 05]

268B; [1C CD, 05, 05]

268C; [1C CF, 05, 05]

268D; [1C D1, 05, 05]

268E; [1C D3, 05, 05]

268F; [1C D5, 05, 05]

2630; [1C D7, 05, 05]

2631; [1C D9, 05, 05]

2632; [1C DB, 05, 05]

2633; [1C DD, 05, 05]

2634; [1C DF, 05, 05]

2635; [1C E1, 05, 05]

2636; [1C E3, 05, 05]

2637; [1C E5, 05, 05]

4DC0; [1C E7, 05, 05]

4DC1; [1C E9, 05, 05]

4DC2; [1C EB, 05, 05]

4DC3; [1C ED, 05, 05]

4DC4; [1C EF, 05, 05]

4DC5; [1C F1, 05, 05]

4DC6; [1C F3, 05, 05]

4DC7; [1C F5, 05, 05]

4DC8; [1C F7, 05, 05]

4DC9; [1C F9, 05, 05]

4DCA; [1C FB, 05, 05]

4DCB; [1C FD, 05, 05]

4DCC; [1D 05, 05, 05]

4DCD; [1D 07, 05, 05]

4DCE; [1D 09, 05, 05]

4DCF; [1D 0B, 05, 05]

4DD0; [1D 0D, 05, 05]

4DD1; [1D 0F, 05, 05]

4DD2; [1D 11, 05, 05]

4DD3; [1D 13, 05, 05]

4DD4; [1D 15, 05, 05]

4DD5; [1D 17, 05, 05]

4DD6; [1D 19, 05, 05]

4DD7; [1D 1B, 05, 05]

4DD8; [1D 1D, 05, 05]

4DD9; [1D 1F, 05, 05]

4DDA; [1D 21, 05, 05]

4DDB; [1D 23, 05, 05]

4DDC; [1D 25, 05, 05]

4DDD; [1D 27, 05, 05]

4DDE; [1D 29, 05, 05]

4DDF; [1D 2B, 05, 05]

4DE0; [1D 2D, 05, 05]

4DE1; [1D 2F, 05, 05]

4DE2; [1D 31, 05, 05]

4DE3; [1D 33, 05, 05]

4DE4; [1D 35, 05, 05]

4DE5; [1D 37, 05, 05]

4DE6; [1D 39, 05, 05]

4DE7; [1D 3B, 05, 05]

4DE8; [1D 3D, 05, 05]

4DE9; [1D 3F, 05, 05]

4DEA; [1D 41, 05, 05]

4DEB; [1D 43, 05, 05]

4DEC; [1D 45, 05, 05]

4DED; [1D 47, 05, 05]

4DEE; [1D 49, 05, 05]

4DEF; [1D 4B, 05, 05]

4DF0; [1D 4D, 05, 05]

4DF1; [1D 4F, 05, 05]

4DF2; [1D 51, 05, 05]

4DF3; [1D 53, 05, 05]

4DF4; [1D 55, 05, 05]

4DF5; [1D 57, 05, 05]

4DF6; [1D 59, 05, 05]

4DF7; [1D 5B, 05, 05]

4DF8; [1D 5D, 05, 05]

4DF9; [1D 5F, 05, 05]

4DFA; [1D 61, 05, 05]

4DFB; [1D 63, 05, 05]

4DFC; [1D 65, 05, 05]

4DFD; [1D 67, 05, 05]

4DFE; [1D 69, 05, 05]

4DFF; [1D 6B, 05, 05]

D834 DF00; [1D 6D, 05, 05]

D834 DF01; [1D 6F, 05, 05]

D834 DF02; [1D 71, 05, 05]

D834 DF03; [1D 73, 05, 05]

D834 DF04; [1D 75, 05, 05]

D834 DF05; [1D 77, 05, 05]

D834 DF06; [1D 79, 05, 05]

D834 DF07; [1D 7B, 05, 05]

D834 DF08; [1D 7D, 05, 05]

D834 DF09; [1D 7F, 05, 05]

D834 DF0A; [1D 81, 05, 05]

D834 DF0B; [1D 83, 05, 05]

D834 DF0C; [1D 85, 05, 05]

D834 DF0D; [1D 87, 05, 05]

D834 DF0E; [1D 89, 05, 05]

D834 DF0F; [1D 8B, 05, 05]

D834 DF10; [1D 8D, 05, 05]

D834 DF11; [1D 8F, 05, 05]

D834 DF12; [1D 91, 05, 05]

D834 DF13; [1D 93, 05, 05]

D834 DF14; [1D 95, 05, 05]

D834 DF15; [1D 97, 05, 05]

D834 DF16; [1D 99, 05, 05]

D834 DF17; [1D 9B, 05, 05]

D834 DF18; [1D 9D, 05, 05]

D834 DF19; [1D 9F, 05, 05]

D834 DF1A; [1D A1, 05, 05]

D834 DF1B; [1D A3, 05, 05]

D834 DF1C; [1D A5, 05, 05]

D834 DF1D; [1D A7, 05, 05]

D834 DF1E; [1D A9, 05, 05]

D834 DF1F; [1D AB, 05, 05]

D834 DF20; [1D AD, 05, 05]

D834 DF21; [1D AF, 05, 05]

D834 DF22; [1D B1, 05, 05]

D834 DF23; [1D B3, 05, 05]

D834 DF24; [1D B5, 05, 05]

D834 DF25; [1D B7, 05, 05]

D834 DF26; [1D B9, 05, 05]

D834 DF27; [1D BB, 05, 05]

D834 DF28; [1D BD, 05, 05]

D834 DF29; [1D BF, 05, 05]

D834 DF2A; [1D C1, 05, 05]

D834 DF2B; [1D C3, 05, 05]

D834 DF2C; [1D C5, 05, 05]

D834 DF2D; [1D C7, 05, 05]

D834 DF2E; [1D C9, 05, 05]

D834 DF2F; [1D CB, 05, 05]

D834 DF30; [1D CD, 05, 05]

D834 DF31; [1D CF, 05, 05]

D834 DF32; [1D D1, 05, 05]

D834 DF33; [1D D3, 05, 05]

D834 DF34; [1D D5, 05, 05]

D834 DF35; [1D D7, 05, 05]

D834 DF36; [1D D9, 05, 05]

D834 DF37; [1D DB, 05, 05]

D834 DF38; [1D DD, 05, 05]

D834 DF39; [1D DF, 05, 05]

D834 DF3A; [1D E1, 05, 05]

D834 DF3B; [1D E3, 05, 05]

D834 DF3C; [1D E5, 05, 05]

D834 DF3D; [1D E7, 05, 05]

D834 DF3E; [1D E9, 05, 05]

D834 DF3F; [1D EB, 05, 05]

D834 DF40; [1D ED, 05, 05]

D834 DF41; [1D EF, 05, 05]

D834 DF42; [1D F1, 05, 05]

D834 DF43; [1D F3, 05, 05]

D834 DF44; [1D F5, 05, 05]

D834 DF45; [1D F7, 05, 05]

D834 DF46; [1D F9, 05, 05]

D834 DF47; [1D FB, 05, 05]

D834 DF48; [1D FD, 05, 05]

D834 DF49; [1E 05, 05, 05]

D834 DF4A; [1E 07, 05, 05]

D834 DF4B; [1E 09, 05, 05]

D834 DF4C; [1E 0B, 05, 05]

D834 DF4D; [1E 0D, 05, 05]

D834 DF4E; [1E 0F, 05, 05]

D834 DF4F; [1E 11, 05, 05]

D834 DF50; [1E 13, 05, 05]

D834 DF51; [1E 15, 05, 05]

D834 DF52; [1E 17, 05, 05]

D834 DF53; [1E 19, 05, 05]

D834 DF54; [1E 1B, 05, 05]

D834 DF55; [1E 1D, 05, 05]

D834 DF56; [1E 1F, 05, 05]

A490; [1E 21, 05, 05]

A491; [1E 23, 05, 05]

A492; [1E 25, 05, 05]

A493; [1E 27, 05, 05]

A494; [1E 29, 05, 05]

A495; [1E 2B, 05, 05]

A496; [1E 2D, 05, 05]

A497; [1E 2F, 05, 05]

A498; [1E 31, 05, 05]

A499; [1E 33, 05, 05]

A49A; [1E 35, 05, 05]

A49B; [1E 37, 05, 05]

A49C; [1E 39, 05, 05]

A49D; [1E 3B, 05, 05]

A49E; [1E 3D, 05, 05]

A49F; [1E 3F, 05, 05]

A4A0; [1E 41, 05, 05]

A4A1; [1E 43, 05, 05]

A4A2; [1E 45, 05, 05]

A4A3; [1E 47, 05, 05]

A4A4; [1E 49, 05, 05]

A4A5; [1E 4B, 05, 05]

A4A6; [1E 4D, 05, 05]

A4A7; [1E 4F, 05, 05]

A4A8; [1E 51, 05, 05]

A4A9; [1E 53, 05, 05]

A4AA; [1E 55, 05, 05]

A4AB; [1E 57, 05, 05]

A4AC; [1E 59, 05, 05]

A4AD; [1E 5B, 05, 05]

A4AE; [1E 5D, 05, 05]

A4AF; [1E 5F, 05, 05]

A4B0; [1E 61, 05, 05]

A4B1; [1E 63, 05, 05]

A4B2; [1E 65, 05, 05]

A4B3; [1E 67, 05, 05]

A4B4; [1E 69, 05, 05]

A4B5; [1E 6B, 05, 05]

A4B6; [1E 6D, 05, 05]

A4B7; [1E 6F, 05, 05]

A4B8; [1E 71, 05, 05]

A4B9; [1E 73, 05, 05]

A4BA; [1E 75, 05, 05]

A4BB; [1E 77, 05, 05]

A4BC; [1E 79, 05, 05]

A4BD; [1E 7B, 05, 05]

A4BE; [1E 7D, 05, 05]

A4BF; [1E 7F, 05, 05]

A4C0; [1E 81, 05, 05]

A4C1; [1E 83, 05, 05]

A4C2; [1E 85, 05, 05]

A4C3; [1E 87, 05, 05]

A4C4; [1E 89, 05, 05]

A4C5; [1E 8B, 05, 05]

A4C6; [1E 8D, 05, 05]

D800 DD37; [1E 8F, 05, 05]

D800 DD38; [1E 91, 05, 05]

D800 DD39; [1E 93, 05, 05]

D800 DD3A; [1E 95, 05, 05]

D800 DD3B; [1E 97, 05, 05]

D800 DD3C; [1E 99, 05, 05]

D800 DD3D; [1E 9B, 05, 05]

D800 DD3E; [1E 9D, 05, 05]

D800 DD3F; [1E 9F, 05, 05]

D800 DD79; [1E A1, 05, 05]

D800 DD7A; [1E A3, 05, 05]

D800 DD7B; [1E A5, 05, 05]

D800 DD7C; [1E A7, 05, 05]

D800 DD7D; [1E A9, 05, 05]

D800 DD7E; [1E AB, 05, 05]

D800 DD7F; [1E AD, 05, 05]

D800 DD80; [1E AF, 05, 05]

D800 DD81; [1E B1, 05, 05]

D800 DD82; [1E B3, 05, 05]

D800 DD83; [1E B5, 05, 05]

D800 DD84; [1E B7, 05, 05]

D800 DD85; [1E B9, 05, 05]

D800 DD86; [1E BB, 05, 05]

D800 DD87; [1E BD, 05, 05]

D800 DD88; [1E BF, 05, 05]

D800 DD89; [1E C1, 05, 05]

D800 DDD0; [1E C3, 05, 05]

D800 DDD1; [1E C5, 05, 05]

D800 DDD2; [1E C7, 05, 05]

D800 DDD3; [1E C9, 05, 05]

D800 DDD4; [1E CB, 05, 05]

D800 DDD5; [1E CD, 05, 05]

D800 DDD6; [1E CF, 05, 05]

D800 DDD7; [1E D1, 05, 05]

D800 DDD8; [1E D3, 05, 05]

D800 DDD9; [1E D5, 05, 05]

D800 DDDA; [1E D7, 05, 05]

D800 DDDB; [1E D9, 05, 05]

D800 DDDC; [1E DB, 05, 05]

D800 DDDD; [1E DD, 05, 05]

D800 DDDE; [1E DF, 05, 05]

D800 DDDF; [1E E1, 05, 05]

D800 DDE0; [1E E3, 05, 05]

D800 DDE1; [1E E5, 05, 05]

D800 DDE2; [1E E7, 05, 05]

D800 DDE3; [1E E9, 05, 05]

D800 DDE4; [1E EB, 05, 05]

D800 DDE5; [1E ED, 05, 05]

D800 DDE6; [1E EF, 05, 05]

D800 DDE7; [1E F1, 05, 05]

D800 DDE8; [1E F3, 05, 05]

D800 DDE9; [1E F5, 05, 05]

D800 DDEA; [1E F7, 05, 05]

D800 DDEB; [1E F9, 05, 05]

D800 DDEC; [1E FB, 05, 05]

D800 DDED; [1E FD, 05, 05]

D800 DDEE; [1F 05, 05, 05]

D800 DDEF; [1F 07, 05, 05]

D800 DDF0; [1F 09, 05, 05]

D800 DDF1; [1F 0B, 05, 05]

D800 DDF2; [1F 0D, 05, 05]

D800 DDF3; [1F 0F, 05, 05]

D800 DDF4; [1F 11, 05, 05]

D800 DDF5; [1F 13, 05, 05]

D800 DDF6; [1F 15, 05, 05]

D800 DDF7; [1F 17, 05, 05]

D800 DDF8; [1F 19, 05, 05]

D800 DDF9; [1F 1B, 05, 05]

D800 DDFA; [1F 1D, 05, 05]

D800 DDFB; [1F 1F, 05, 05]

D800 DDFC; [1F 21, 05, 05]

D834 DC00; [1F 23, 05, 05]

D834 DC01; [1F 25, 05, 05]

D834 DC02; [1F 27, 05, 05]

D834 DC03; [1F 29, 05, 05]

D834 DC04; [1F 2B, 05, 05]

D834 DC05; [1F 2D, 05, 05]

D834 DC06; [1F 2F, 05, 05]

D834 DC07; [1F 31, 05, 05]

D834 DC08; [1F 33, 05, 05]

D834 DC09; [1F 35, 05, 05]

D834 DC0A; [1F 37, 05, 05]

D834 DC0B; [1F 39, 05, 05]

D834 DC0C; [1F 3B, 05, 05]

D834 DC0D; [1F 3D, 05, 05]

D834 DC0E; [1F 3F, 05, 05]

D834 DC0F; [1F 41, 05, 05]

D834 DC10; [1F 43, 05, 05]

D834 DC11; [1F 45, 05, 05]

D834 DC12; [1F 47, 05, 05]

D834 DC13; [1F 49, 05, 05]

D834 DC14; [1F 4B, 05, 05]

D834 DC15; [1F 4D, 05, 05]

D834 DC16; [1F 4F, 05, 05]

D834 DC17; [1F 51, 05, 05]

D834 DC18; [1F 53, 05, 05]

D834 DC19; [1F 55, 05, 05]

D834 DC1A; [1F 57, 05, 05]

D834 DC1B; [1F 59, 05, 05]

D834 DC1C; [1F 5B, 05, 05]

D834 DC1D; [1F 5D, 05, 05]

D834 DC1E; [1F 5F, 05, 05]

D834 DC1F; [1F 61, 05, 05]

D834 DC20; [1F 63, 05, 05]

D834 DC21; [1F 65, 05, 05]

D834 DC22; [1F 67, 05, 05]

D834 DC23; [1F 69, 05, 05]

D834 DC24; [1F 6B, 05, 05]

D834 DC25; [1F 6D, 05, 05]

D834 DC26; [1F 6F, 05, 05]

D834 DC27; [1F 71, 05, 05]

D834 DC28; [1F 73, 05, 05]

D834 DC29; [1F 75, 05, 05]

D834 DC2A; [1F 77, 05, 05]

D834 DC2B; [1F 79, 05, 05]

D834 DC2C; [1F 7B, 05, 05]

D834 DC2D; [1F 7D, 05, 05]

D834 DC2E; [1F 7F, 05, 05]

D834 DC2F; [1F 81, 05, 05]

D834 DC30; [1F 83, 05, 05]

D834 DC31; [1F 85, 05, 05]

D834 DC32; [1F 87, 05, 05]

D834 DC33; [1F 89, 05, 05]

D834 DC34; [1F 8B, 05, 05]

D834 DC35; [1F 8D, 05, 05]

D834 DC36; [1F 8F, 05, 05]

D834 DC37; [1F 91, 05, 05]

D834 DC38; [1F 93, 05, 05]

D834 DC39; [1F 95, 05, 05]

D834 DC3A; [1F 97, 05, 05]

D834 DC3B; [1F 99, 05, 05]

D834 DC3C; [1F 9B, 05, 05]

D834 DC3D; [1F 9D, 05, 05]

D834 DC3E; [1F 9F, 05, 05]

D834 DC3F; [1F A1, 05, 05]

D834 DC40; [1F A3, 05, 05]

D834 DC41; [1F A5, 05, 05]

D834 DC42; [1F A7, 05, 05]

D834 DC43; [1F A9, 05, 05]

D834 DC44; [1F AB, 05, 05]

D834 DC45; [1F AD, 05, 05]

D834 DC46; [1F AF, 05, 05]

D834 DC47; [1F B1, 05, 05]

D834 DC48; [1F B3, 05, 05]

D834 DC49; [1F B5, 05, 05]

D834 DC4A; [1F B7, 05, 05]

D834 DC4B; [1F B9, 05, 05]

D834 DC4C; [1F BB, 05, 05]

D834 DC4D; [1F BD, 05, 05]

D834 DC4E; [1F BF, 05, 05]

D834 DC4F; [1F C1, 05, 05]

D834 DC50; [1F C3, 05, 05]

D834 DC51; [1F C5, 05, 05]

D834 DC52; [1F C7, 05, 05]

D834 DC53; [1F C9, 05, 05]

D834 DC54; [1F CB, 05, 05]

D834 DC55; [1F CD, 05, 05]

D834 DC56; [1F CF, 05, 05]

D834 DC57; [1F D1, 05, 05]

D834 DC58; [1F D3, 05, 05]

D834 DC59; [1F D5, 05, 05]

D834 DC5A; [1F D7, 05, 05]

D834 DC5B; [1F D9, 05, 05]

D834 DC5C; [1F DB, 05, 05]

D834 DC5D; [1F DD, 05, 05]

D834 DC5E; [1F DF, 05, 05]

D834 DC5F; [1F E1, 05, 05]

D834 DC60; [1F E3, 05, 05]

D834 DC61; [1F E5, 05, 05]

D834 DC62; [1F E7, 05, 05]

D834 DC63; [1F E9, 05, 05]

D834 DC64; [1F EB, 05, 05]

D834 DC65; [1F ED, 05, 05]

D834 DC66; [1F EF, 05, 05]

D834 DC67; [1F F1, 05, 05]

D834 DC68; [1F F3, 05, 05]

D834 DC69; [1F F5, 05, 05]

D834 DC6A; [1F F7, 05, 05]

D834 DC6B; [1F F9, 05, 05]

D834 DC6C; [1F FB, 05, 05]

D834 DC6D; [1F FD, 05, 05]

D834 DC6E; [20 05, 05, 05]

D834 DC6F; [20 07, 05, 05]

D834 DC70; [20 09, 05, 05]

D834 DC71; [20 0B, 05, 05]

D834 DC72; [20 0D, 05, 05]

D834 DC73; [20 0F, 05, 05]

D834 DC74; [20 11, 05, 05]

D834 DC75; [20 13, 05, 05]

D834 DC76; [20 15, 05, 05]

D834 DC77; [20 17, 05, 05]

D834 DC78; [20 19, 05, 05]

D834 DC79; [20 1B, 05, 05]

D834 DC7A; [20 1D, 05, 05]

D834 DC7B; [20 1F, 05, 05]

D834 DC7C; [20 21, 05, 05]

D834 DC7D; [20 23, 05, 05]

D834 DC7E; [20 25, 05, 05]

D834 DC7F; [20 27, 05, 05]

D834 DC80; [20 29, 05, 05]

D834 DC81; [20 2B, 05, 05]

D834 DC82; [20 2D, 05, 05]

D834 DC83; [20 2F, 05, 05]

D834 DC84; [20 31, 05, 05]

D834 DC85; [20 33, 05, 05]

D834 DC86; [20 35, 05, 05]

D834 DC87; [20 37, 05, 05]

D834 DC88; [20 39, 05, 05]

D834 DC89; [20 3B, 05, 05]

D834 DC8A; [20 3D, 05, 05]

D834 DC8B; [20 3F, 05, 05]

D834 DC8C; [20 41, 05, 05]

D834 DC8D; [20 43, 05, 05]

D834 DC8E; [20 45, 05, 05]

D834 DC8F; [20 47, 05, 05]

D834 DC90; [20 49, 05, 05]

D834 DC91; [20 4B, 05, 05]

D834 DC92; [20 4D, 05, 05]

D834 DC93; [20 4F, 05, 05]

D834 DC94; [20 51, 05, 05]

D834 DC95; [20 53, 05, 05]

D834 DC96; [20 55, 05, 05]

D834 DC97; [20 57, 05, 05]

D834 DC98; [20 59, 05, 05]

D834 DC99; [20 5B, 05, 05]

D834 DC9A; [20 5D, 05, 05]

D834 DC9B; [20 5F, 05, 05]

D834 DC9C; [20 61, 05, 05]

D834 DC9D; [20 63, 05, 05]

D834 DC9E; [20 65, 05, 05]

D834 DC9F; [20 67, 05, 05]

D834 DCA0; [20 69, 05, 05]

D834 DCA1; [20 6B, 05, 05]

D834 DCA2; [20 6D, 05, 05]

D834 DCA3; [20 6F, 05, 05]

D834 DCA4; [20 71, 05, 05]

D834 DCA5; [20 73, 05, 05]

